timestamp,zone_temp_c,heating_setpoint_c,cooling_setpoint_c,supply_air_temp_c,supply_duct_static_pressure_pa,supply_airflow_m3_s
28800,21.6,21.0,24.0,13.0,200.0,0.099682
28860,21.6068,21.0,24.0,13.0,200.0,0.100297
28920,21.6136,21.0,24.0,13.0,200.0,0.096006
28980,21.6205,21.0,24.0,13.0,200.0,0.105372
29040,21.6273,21.0,24.0,13.0,200.0,0.105995
29100,21.6342,21.0,24.0,13.0,200.0,0.092114
29160,21.6411,21.0,24.0,13.0,200.0,0.094204
29220,21.648,21.0,24.0,13.0,200.0,0.103233
29280,21.655,21.0,24.0,13.0,200.0,0.094788
29340,21.6619,21.0,24.0,13.0,200.0,0.098445
29400,21.6689,21.0,24.0,13.0,200.0,0.100518
29460,21.6758,21.0,24.0,13.0,200.0,0.102767
29520,21.6828,21.0,24.0,13.0,200.0,0.099107
29580,21.6898,21.0,24.0,13.0,200.0,0.100381
29640,21.6968,21.0,24.0,13.0,200.0,0.096893
29700,21.7039,21.0,24.0,13.0,200.0,0.105169
29760,21.7109,21.0,24.0,13.0,200.0,0.098019
29820,21.718,21.0,24.0,13.0,200.0,0.101359
29880,21.7251,21.0,24.0,13.0,200.0,0.097953
29940,21.7322,21.0,24.0,13.0,200.0,0.100425
30000,21.7393,21.0,24.0,13.0,200.0,0.099327
30060,21.7464,21.0,24.0,13.0,200.0,0.09935
30120,21.7536,21.0,24.0,13.0,200.0,0.095945
30180,21.7607,21.0,24.0,13.0,200.0,0.103186
30240,21.7679,21.0,24.0,13.0,200.0,0.105656
30300,21.7751,21.0,24.0,13.0,200.0,0.100973
30360,21.7823,21.0,24.0,13.0,200.0,0.102929
30420,21.7895,21.0,24.0,13.0,200.0,0.103352
30480,21.7967,21.0,24.0,13.0,200.0,0.103712
30540,21.8039,21.0,24.0,13.0,200.0,0.101213
30600,21.8112,21.0,24.0,13.0,200.0,0.100849
30660,21.8184,21.0,24.0,13.0,200.0,0.103456
30720,21.8257,21.0,24.0,13.0,200.0,0.100275
30780,21.833,21.0,24.0,13.0,200.0,0.096104
30840,21.8403,21.0,24.0,13.0,200.0,0.100095
30900,21.8476,21.0,24.0,13.0,200.0,0.092446
30960,21.8549,21.0,24.0,13.0,200.0,0.099976
31020,21.8623,21.0,24.0,13.0,200.0,0.101653
31080,21.8696,21.0,24.0,13.0,200.0,0.104944
31140,21.877,21.0,24.0,13.0,200.0,0.100605
31200,21.8844,21.0,24.0,13.0,200.0,0.103713
31260,21.8917,21.0,24.0,13.0,200.0,0.099998
31320,21.8991,21.0,24.0,13.0,200.0,0.095906
31380,21.9066,21.0,24.0,13.0,200.0,0.094354
31440,21.914,21.0,24.0,13.0,200.0,0.096121
31500,21.9214,21.0,24.0,13.0,200.0,0.094535
31560,21.9289,21.0,24.0,13.0,200.0,0.102535
31620,21.9363,21.0,24.0,13.0,200.0,0.09917
31680,21.9438,21.0,24.0,13.0,200.0,0.102281
31740,21.9512,21.0,24.0,13.0,200.0,0.100294
31800,21.9587,21.0,24.0,13.0,200.0,0.104176
31860,21.9662,21.0,24.0,13.0,200.0,0.104241
31920,21.9737,21.0,24.0,13.0,200.0,0.097419
31980,21.9812,21.0,24.0,13.0,200.0,0.098903
32040,21.9888,21.0,24.0,13.0,200.0,0.097869
32100,21.9963,21.0,24.0,13.0,200.0,0.093515
32160,22.0039,21.0,24.0,13.0,200.0,0.102701
32220,22.0114,21.0,24.0,13.0,200.0,0.104755
32280,22.019,21.0,24.0,13.0,200.0,0.099974
32340,22.0265,21.0,24.0,13.0,200.0,0.098027
32400,22.0341,21.0,24.0,13.0,200.0,0.104364
32460,22.0417,21.0,24.0,13.0,200.0,0.09062
32520,22.0493,21.0,24.0,13.0,200.0,0.10071
32580,22.0569,21.0,24.0,13.0,200.0,0.100573
32640,22.0645,21.0,24.0,13.0,200.0,0.097717
32700,22.0722,21.0,24.0,13.0,200.0,0.105566
32760,22.0798,21.0,24.0,13.0,200.0,0.103883
32820,22.0874,21.0,24.0,13.0,200.0,0.098955
32880,22.0951,21.0,24.0,13.0,200.0,0.099653
32940,22.1027,21.0,24.0,13.0,200.0,0.098448
33000,22.1104,21.0,24.0,13.0,200.0,0.097952
33060,22.1181,21.0,24.0,13.0,200.0,0.094767
33120,22.1258,21.0,24.0,13.0,200.0,0.10552
33180,22.1334,21.0,24.0,13.0,200.0,0.104112
33240,22.1411,21.0,24.0,13.0,200.0,0.103193
33300,22.1488,21.0,24.0,13.0,200.0,0.095623
33360,22.1565,21.0,24.0,13.0,200.0,0.108323
33420,22.1643,21.0,24.0,13.0,200.0,0.107921
33480,22.172,21.0,24.0,13.0,200.0,0.100752
33540,22.1797,21.0,24.0,13.0,200.0,0.096383
33600,22.1874,21.0,24.0,13.0,200.0,0.096534
33660,22.1952,21.0,24.0,13.0,200.0,0.101674
33720,22.2029,21.0,24.0,13.0,200.0,0.096348
33780,22.2107,21.0,24.0,13.0,200.0,0.099863
33840,22.2184,21.0,24.0,13.0,200.0,0.104355
33900,22.2262,21.0,24.0,13.0,200.0,0.093973
33960,22.2339,21.0,24.0,13.0,200.0,0.108023
34020,22.2417,21.0,24.0,13.0,200.0,0.106267
34080,22.2495,21.0,24.0,13.0,200.0,0.095052
34140,22.2573,21.0,24.0,13.0,200.0,0.094345
34200,22.2651,21.0,24.0,13.0,200.0,0.098866
34260,22.2728,21.0,24.0,13.0,200.0,0.095875
34320,22.2806,21.0,24.0,13.0,200.0,0.098945
34380,22.2884,21.0,24.0,13.0,200.0,0.089675
34440,22.2962,21.0,24.0,13.0,200.0,0.099085
34500,22.304,21.0,24.0,13.0,200.0,0.107211
34560,22.3118,21.0,24.0,13.0,200.0,0.095534
34620,22.3197,21.0,24.0,13.0,200.0,0.098908
34680,22.3275,21.0,24.0,13.0,200.0,0.094042
34740,22.3353,21.0,24.0,13.0,200.0,0.102553
34800,22.3431,21.0,24.0,13.0,200.0,0.099099
34860,22.3509,21.0,24.0,13.0,200.0,0.107763
34920,22.3588,21.0,24.0,13.0,200.0,0.100827
34980,22.3666,21.0,24.0,13.0,200.0,0.098511
35040,22.3744,21.0,24.0,13.0,200.0,0.102201
35100,22.3823,21.0,24.0,13.0,200.0,0.097975
35160,22.3901,21.0,24.0,13.0,200.0,0.094643
35220,22.398,21.0,24.0,13.0,200.0,0.101208
35280,22.4058,21.0,24.0,13.0,200.0,0.099301
35340,22.4136,21.0,24.0,13.0,200.0,0.100665
35400,22.4215,21.0,24.0,13.0,200.0,0.101502
35460,22.4293,21.0,24.0,13.0,200.0,0.097959
35520,22.4372,21.0,24.0,13.0,200.0,0.101686
35580,22.445,21.0,24.0,13.0,200.0,0.106951
35640,22.4529,21.0,24.0,13.0,200.0,0.095569
35700,22.4607,21.0,24.0,13.0,200.0,0.10695
35760,22.4686,21.0,24.0,13.0,200.0,0.099029
35820,22.4764,21.0,24.0,13.0,200.0,0.096933
35880,22.4843,21.0,24.0,13.0,200.0,0.109709
35940,22.4921,21.0,24.0,13.0,200.0,0.10062
36000,22.5,21.0,24.0,13.0,200.0,0.105482
36060,22.5079,21.0,24.0,13.0,200.0,0.10327
36120,22.5157,21.0,24.0,13.0,200.0,0.093278
36180,22.5236,21.0,24.0,13.0,200.0,0.100483
36240,22.5314,21.0,24.0,13.0,200.0,0.097899
36300,22.5393,21.0,24.0,13.0,200.0,0.094633
36360,22.5471,21.0,24.0,13.0,200.0,0.092913
36420,22.555,21.0,24.0,13.0,200.0,0.100409
36480,22.5628,21.0,24.0,13.0,200.0,0.102361
36540,22.5707,21.0,24.0,13.0,200.0,0.101563
36600,22.5785,21.0,24.0,13.0,200.0,0.098777
36660,22.5864,21.0,24.0,13.0,200.0,0.096806
36720,22.5942,21.0,24.0,13.0,200.0,0.096053
36780,22.602,21.0,24.0,13.0,200.0,0.097779
36840,22.6099,21.0,24.0,13.0,200.0,0.095868
36900,22.6177,21.0,24.0,13.0,200.0,0.099187
36960,22.6256,21.0,24.0,13.0,200.0,0.099908
37020,22.6334,21.0,24.0,13.0,200.0,0.096416
37080,22.6412,21.0,24.0,13.0,200.0,0.099072
37140,22.6491,21.0,24.0,13.0,200.0,0.096959
37200,22.6569,21.0,24.0,13.0,200.0,0.099982
37260,22.6647,21.0,24.0,13.0,200.0,0.102028
37320,22.6725,21.0,24.0,13.0,200.0,0.100713
37380,22.6803,21.0,24.0,13.0,200.0,0.101889
37440,22.6882,21.0,24.0,13.0,200.0,0.093392
37500,22.696,21.0,24.0,13.0,200.0,0.098485
37560,22.7038,21.0,24.0,13.0,200.0,0.101107
37620,22.7116,21.0,24.0,13.0,200.0,0.102565
37680,22.7194,21.0,24.0,13.0,200.0,0.093608
37740,22.7272,21.0,24.0,13.0,200.0,0.100637
37800,22.7349,21.0,24.0,13.0,200.0,0.104826
37860,22.7427,21.0,24.0,13.0,200.0,0.099286
37920,22.7505,21.0,24.0,13.0,200.0,0.099621
37980,22.7583,21.0,24.0,13.0,200.0,0.101802
38040,22.7661,21.0,24.0,13.0,200.0,0.100988
38100,22.7738,21.0,24.0,13.0,200.0,0.102699
38160,22.7816,21.0,24.0,13.0,200.0,0.10029
38220,22.7893,21.0,24.0,13.0,200.0,0.10061
38280,22.7971,21.0,24.0,13.0,200.0,0.09687
38340,22.8048,21.0,24.0,13.0,200.0,0.099318
38400,22.8126,21.0,24.0,13.0,200.0,0.105012
38460,22.8203,21.0,24.0,13.0,200.0,0.099183
38520,22.828,21.0,24.0,13.0,200.0,0.099326
38580,22.8357,21.0,24.0,13.0,200.0,0.098034
38640,22.8435,21.0,24.0,13.0,200.0,0.103149
38700,22.8512,21.0,24.0,13.0,200.0,0.096581
38760,22.8589,21.0,24.0,13.0,200.0,0.103642
38820,22.8666,21.0,24.0,13.0,200.0,0.096252
38880,22.8742,21.0,24.0,13.0,200.0,0.095769
38940,22.8819,21.0,24.0,13.0,200.0,0.100824
39000,22.8896,21.0,24.0,13.0,200.0,0.100521
39060,22.8973,21.0,24.0,13.0,200.0,0.10119
39120,22.9049,21.0,24.0,13.0,200.0,0.10425
39180,22.9126,21.0,24.0,13.0,200.0,0.09835
39240,22.9202,21.0,24.0,13.0,200.0,0.101772
39300,22.9278,21.0,24.0,13.0,200.0,0.096361
39360,22.9355,21.0,24.0,13.0,200.0,0.105037
39420,22.9431,21.0,24.0,13.0,200.0,0.10253
39480,22.9507,21.0,24.0,13.0,200.0,0.102146
39540,22.9583,21.0,24.0,13.0,200.0,0.100752
39600,22.9659,21.0,24.0,13.0,200.0,0.096858
39660,22.9735,21.0,24.0,13.0,200.0,0.098691
39720,22.981,21.0,24.0,13.0,200.0,0.102007
39780,22.9886,21.0,24.0,13.0,200.0,0.099923
39840,22.9961,21.0,24.0,13.0,200.0,0.100495
39900,23.0037,21.0,24.0,13.0,200.0,0.094561
39960,23.0112,21.0,24.0,13.0,200.0,0.100724
40020,23.0188,21.0,24.0,13.0,200.0,0.097232
40080,23.0263,21.0,24.0,13.0,200.0,0.095667
40140,23.0338,21.0,24.0,13.0,200.0,0.099381
40200,23.0413,21.0,24.0,13.0,200.0,0.092574
40260,23.0488,21.0,24.0,13.0,200.0,0.102794
40320,23.0562,21.0,24.0,13.0,200.0,0.103408
40380,23.0637,21.0,24.0,13.0,200.0,0.099786
40440,23.0711,21.0,24.0,13.0,200.0,0.096025
40500,23.0786,21.0,24.0,13.0,200.0,0.096219
40560,23.086,21.0,24.0,13.0,200.0,0.099396
40620,23.0934,21.0,24.0,13.0,200.0,0.090305
40680,23.1009,21.0,24.0,13.0,200.0,0.100722
40740,23.1083,21.0,24.0,13.0,200.0,0.102658
40800,23.1156,21.0,24.0,13.0,200.0,0.098752
40860,23.123,21.0,24.0,13.0,200.0,0.098022
40920,23.1304,21.0,24.0,13.0,200.0,0.100728
40980,23.1377,21.0,24.0,13.0,200.0,0.101403
41040,23.1451,21.0,24.0,13.0,200.0,0.104377
41100,23.1524,21.0,24.0,13.0,200.0,0.100074
41160,23.1597,21.0,24.0,13.0,200.0,0.097241
41220,23.167,21.0,24.0,13.0,200.0,0.098155
41280,23.1743,21.0,24.0,13.0,200.0,0.100728
41340,23.1816,21.0,24.0,13.0,200.0,0.106225
41400,23.1888,21.0,24.0,13.0,200.0,0.098719
41460,23.1961,21.0,24.0,13.0,200.0,0.09579
41520,23.2033,21.0,24.0,13.0,200.0,0.09652
41580,23.2105,21.0,24.0,13.0,200.0,0.091615
41640,23.2177,21.0,24.0,13.0,200.0,0.101319
41700,23.2249,21.0,24.0,13.0,200.0,0.094555
41760,23.2321,21.0,24.0,13.0,200.0,0.095066
41820,23.2393,21.0,24.0,13.0,200.0,0.092096
41880,23.2464,21.0,24.0,13.0,200.0,0.095528
41940,23.2536,21.0,24.0,13.0,200.0,0.102274
42000,23.2607,21.0,24.0,13.0,200.0,0.094755
42060,23.2678,21.0,24.0,13.0,200.0,0.093001
42120,23.2749,21.0,24.0,13.0,200.0,0.100713
42180,23.282,21.0,24.0,13.0,200.0,0.098635
42240,23.2891,21.0,24.0,13.0,200.0,0.101729
42300,23.2961,21.0,24.0,13.0,200.0,0.102962
42360,23.3032,21.0,24.0,13.0,200.0,0.099966
42420,23.3102,21.0,24.0,13.0,200.0,0.094809
42480,23.3172,21.0,24.0,13.0,200.0,0.099505
42540,23.3242,21.0,24.0,13.0,200.0,0.102001
42600,23.3311,21.0,24.0,13.0,200.0,0.097668
42660,23.3381,21.0,24.0,13.0,200.0,0.09425
42720,23.345,21.0,24.0,13.0,200.0,0.10441
42780,23.352,21.0,24.0,13.0,200.0,0.098339
42840,23.3589,21.0,24.0,13.0,200.0,0.098363
42900,23.3658,21.0,24.0,13.0,200.0,0.100064
42960,23.3727,21.0,24.0,13.0,200.0,0.104122
43020,23.3795,21.0,24.0,13.0,200.0,0.101054
43080,23.3864,21.0,24.0,13.0,200.0,0.098667
43140,23.3932,21.0,24.0,13.0,200.0,0.102729
43200,24.1,21.0,24.0,13.0,200.0,0.124588
43260,24.1068,21.0,24.0,13.0,200.0,0.122638
43320,24.1136,21.0,24.0,13.0,200.0,0.120863
43380,24.1203,21.0,24.0,13.0,200.0,0.114763
43440,24.1271,21.0,24.0,13.0,200.0,0.135339
43500,24.1338,21.0,24.0,13.0,200.0,0.116612
43560,24.1405,21.0,24.0,13.0,200.0,0.120992
43620,24.1472,21.0,24.0,13.0,200.0,0.12075
43680,24.1539,21.0,24.0,13.0,200.0,0.131124
43740,24.1605,21.0,24.0,13.0,200.0,0.127362
43800,24.1671,21.0,24.0,13.0,200.0,0.121034
43860,24.1738,21.0,24.0,13.0,200.0,0.128871
43920,24.1804,21.0,24.0,13.0,200.0,0.131044
43980,24.1869,21.0,24.0,13.0,200.0,0.128635
44040,24.1935,21.0,24.0,13.0,200.0,0.126077
44100,24.2,21.0,24.0,13.0,200.0,0.129104
44160,24.2065,21.0,24.0,13.0,200.0,0.1313
44220,24.213,21.0,24.0,13.0,200.0,0.134179
44280,24.2195,21.0,24.0,13.0,200.0,0.133045
44340,24.226,21.0,24.0,13.0,200.0,0.1391
44400,24.2324,21.0,24.0,13.0,200.0,0.13339
44460,24.2389,21.0,24.0,13.0,200.0,0.131292
44520,24.2453,21.0,24.0,13.0,200.0,0.136285
44580,24.2516,21.0,24.0,13.0,200.0,0.145659
44640,24.258,21.0,24.0,13.0,200.0,0.13899
44700,24.2644,21.0,24.0,13.0,200.0,0.15166
44760,24.2707,21.0,24.0,13.0,200.0,0.145275
44820,24.277,21.0,24.0,13.0,200.0,0.13966
44880,24.2833,21.0,24.0,13.0,200.0,0.141986
44940,24.2895,21.0,24.0,13.0,200.0,0.147298
45000,24.2958,21.0,24.0,13.0,200.0,0.142613
45060,24.302,21.0,24.0,13.0,200.0,0.157817
45120,24.3082,21.0,24.0,13.0,200.0,0.145347
45180,24.3144,21.0,24.0,13.0,200.0,0.153023
45240,24.3205,21.0,24.0,13.0,200.0,0.157125
45300,24.3267,21.0,24.0,13.0,200.0,0.151829
45360,24.3328,21.0,24.0,13.0,200.0,0.149261
45420,24.3389,21.0,24.0,13.0,200.0,0.153127
45480,24.3449,21.0,24.0,13.0,200.0,0.156639
45540,24.351,21.0,24.0,13.0,200.0,0.159661
45600,24.357,21.0,24.0,13.0,200.0,0.15735
45660,24.363,21.0,24.0,13.0,200.0,0.152483
45720,24.369,21.0,24.0,13.0,200.0,0.15921
45780,24.375,21.0,24.0,13.0,200.0,0.157301
45840,24.3809,21.0,24.0,13.0,200.0,0.152212
45900,24.3868,21.0,24.0,13.0,200.0,0.159101
45960,24.3927,21.0,24.0,13.0,200.0,0.157105
46020,24.3986,21.0,24.0,13.0,200.0,0.166121
46080,24.4044,21.0,24.0,13.0,200.0,0.172486
46140,24.4103,21.0,24.0,13.0,200.0,0.173077
46200,24.4161,21.0,24.0,13.0,200.0,0.164277
46260,24.4218,21.0,24.0,13.0,200.0,0.165625
46320,24.4276,21.0,24.0,13.0,200.0,0.171171
46380,24.4333,21.0,24.0,13.0,200.0,0.173578
46440,24.439,21.0,24.0,13.0,200.0,0.168571
46500,24.4447,21.0,24.0,13.0,200.0,0.170585
46560,24.4504,21.0,24.0,13.0,200.0,0.180889
46620,24.456,21.0,24.0,13.0,200.0,0.172534
46680,24.4616,21.0,24.0,13.0,200.0,0.171921
46740,24.4672,21.0,24.0,13.0,200.0,0.175236
46800,24.4728,21.0,24.0,13.0,200.0,0.177966
46860,24.4783,21.0,24.0,13.0,200.0,0.172447
46920,24.4839,21.0,24.0,13.0,200.0,0.176423
46980,24.4893,21.0,24.0,13.0,200.0,0.17363
47040,24.4948,21.0,24.0,13.0,200.0,0.178057
47100,24.5003,21.0,24.0,13.0,200.0,0.187549
47160,24.5057,21.0,24.0,13.0,200.0,0.183875
47220,24.5111,21.0,24.0,13.0,200.0,0.181401
47280,24.5164,21.0,24.0,13.0,200.0,0.178897
47340,24.5218,21.0,24.0,13.0,200.0,0.182239
47400,24.5271,21.0,24.0,13.0,200.0,0.188539
47460,24.5324,21.0,24.0,13.0,200.0,0.182936
47520,24.5377,21.0,24.0,13.0,200.0,0.191827
47580,24.5429,21.0,24.0,13.0,200.0,0.18137
47640,24.5481,21.0,24.0,13.0,200.0,0.186539
47700,24.5533,21.0,24.0,13.0,200.0,0.195501
47760,24.5585,21.0,24.0,13.0,200.0,0.181325
47820,24.5636,21.0,24.0,13.0,200.0,0.194932
47880,24.5687,21.0,24.0,13.0,200.0,0.183591
47940,24.5738,21.0,24.0,13.0,200.0,0.191451
48000,24.5789,21.0,24.0,13.0,200.0,0.191931
48060,24.5839,21.0,24.0,13.0,200.0,0.196724
48120,24.5889,21.0,24.0,13.0,200.0,0.18161
48180,24.5939,21.0,24.0,13.0,200.0,0.187354
48240,24.5989,21.0,24.0,13.0,200.0,0.193554
48300,24.6038,21.0,24.0,13.0,200.0,0.196754
48360,24.6087,21.0,24.0,13.0,200.0,0.193818
48420,24.6136,21.0,24.0,13.0,200.0,0.197288
48480,24.6184,21.0,24.0,13.0,200.0,0.194202
48540,24.6232,21.0,24.0,13.0,200.0,0.198114
48600,24.628,21.0,24.0,13.0,200.0,0.197099
48660,24.6328,21.0,24.0,13.0,200.0,0.202225
48720,24.6375,21.0,24.0,13.0,200.0,0.204333
48780,24.6423,21.0,24.0,13.0,200.0,0.208493
48840,24.6469,21.0,24.0,13.0,200.0,0.200885
48900,24.6516,21.0,24.0,13.0,200.0,0.202984
48960,24.6562,21.0,24.0,13.0,200.0,0.205188
49020,24.6608,21.0,24.0,13.0,200.0,0.204554
49080,24.6654,21.0,24.0,13.0,200.0,0.206257
49140,24.67,21.0,24.0,13.0,200.0,0.200944
49200,24.6745,21.0,24.0,13.0,200.0,0.209403
49260,24.679,21.0,24.0,13.0,200.0,0.204974
49320,24.6834,21.0,24.0,13.0,200.0,0.20552
49380,24.6879,21.0,24.0,13.0,200.0,0.203705
49440,24.6923,21.0,24.0,13.0,200.0,0.215407
49500,24.6966,21.0,24.0,13.0,200.0,0.210901
49560,24.701,21.0,24.0,13.0,200.0,0.216757
49620,24.7053,21.0,24.0,13.0,200.0,0.21394
49680,24.7096,21.0,24.0,13.0,200.0,0.206724
49740,24.7139,21.0,24.0,13.0,200.0,0.209884
49800,24.7181,21.0,24.0,13.0,200.0,0.217928
49860,24.7223,21.0,24.0,13.0,200.0,0.212507
49920,24.7265,21.0,24.0,13.0,200.0,0.211876
49980,24.7306,21.0,24.0,13.0,200.0,0.216184
50040,24.7348,21.0,24.0,13.0,200.0,0.216852
50100,24.7388,21.0,24.0,13.0,200.0,0.214167
50160,24.7429,21.0,24.0,13.0,200.0,0.21756
50220,24.7469,21.0,24.0,13.0,200.0,0.217595
50280,24.7509,21.0,24.0,13.0,200.0,0.209789
50340,24.7549,21.0,24.0,13.0,200.0,0.222795
50400,24.7588,21.0,24.0,13.0,200.0,0.21817
50460,24.7628,21.0,24.0,13.0,200.0,0.227259
50520,24.7666,21.0,24.0,13.0,200.0,0.218062
50580,24.7705,21.0,24.0,13.0,200.0,0.21696
50640,24.7743,21.0,24.0,13.0,200.0,0.228641
50700,24.7781,21.0,24.0,13.0,200.0,0.218157
50760,24.7819,21.0,24.0,13.0,200.0,0.222555
50820,24.7856,21.0,24.0,13.0,200.0,0.228086
50880,24.7893,21.0,24.0,13.0,200.0,0.22497
50940,24.793,21.0,24.0,13.0,200.0,0.220255
51000,24.7966,21.0,24.0,13.0,200.0,0.228211
51060,24.8002,21.0,24.0,13.0,200.0,0.22726
51120,24.8038,21.0,24.0,13.0,200.0,0.233745
51180,24.8074,21.0,24.0,13.0,200.0,0.231533
51240,24.8109,21.0,24.0,13.0,200.0,0.241884
51300,24.8144,21.0,24.0,13.0,200.0,0.223716
51360,24.8178,21.0,24.0,13.0,200.0,0.230766
51420,24.8213,21.0,24.0,13.0,200.0,0.227134
51480,24.8247,21.0,24.0,13.0,200.0,0.236564
51540,24.828,21.0,24.0,13.0,200.0,0.23577
51600,24.8314,21.0,24.0,13.0,200.0,0.236033
51660,24.8347,21.0,24.0,13.0,200.0,0.230436
51720,24.8379,21.0,24.0,13.0,200.0,0.231088
51780,24.8412,21.0,24.0,13.0,200.0,0.226469
51840,24.8444,21.0,24.0,13.0,200.0,0.241939
51900,24.8476,21.0,24.0,13.0,200.0,0.237643
51960,24.8507,21.0,24.0,13.0,200.0,0.23507
52020,24.8538,21.0,24.0,13.0,200.0,0.240346
52080,24.8569,21.0,24.0,13.0,200.0,0.240109
52140,24.86,21.0,24.0,13.0,200.0,0.241495
52200,24.863,21.0,24.0,13.0,200.0,0.231583
52260,24.866,21.0,24.0,13.0,200.0,0.2357
52320,24.8689,21.0,24.0,13.0,200.0,0.239811
52380,24.8719,21.0,24.0,13.0,200.0,0.240919
52440,24.8748,21.0,24.0,13.0,200.0,0.243789
52500,24.8776,21.0,24.0,13.0,200.0,0.236384
52560,24.8804,21.0,24.0,13.0,200.0,0.24138
52620,24.8832,21.0,24.0,13.0,200.0,0.25014
52680,24.886,21.0,24.0,13.0,200.0,0.244529
52740,24.8887,21.0,24.0,13.0,200.0,0.245681
52800,24.8914,21.0,24.0,13.0,200.0,0.242555
52860,24.8941,21.0,24.0,13.0,200.0,0.246129
52920,24.8968,21.0,24.0,13.0,200.0,0.250697
52980,24.8994,21.0,24.0,13.0,200.0,0.244324
53040,24.9019,21.0,24.0,13.0,200.0,0.249205
53100,24.9045,21.0,24.0,13.0,200.0,0.241215
53160,24.907,21.0,24.0,13.0,200.0,0.247478
53220,24.9095,21.0,24.0,13.0,200.0,0.24913
53280,24.9119,21.0,24.0,13.0,200.0,0.242896
53340,24.9143,21.0,24.0,13.0,200.0,0.250682
53400,24.9167,21.0,24.0,13.0,200.0,0.243969
53460,24.919,21.0,24.0,13.0,200.0,0.243825
53520,24.9213,21.0,24.0,13.0,200.0,0.247411
53580,24.9236,21.0,24.0,13.0,200.0,0.255509
53640,24.9259,21.0,24.0,13.0,200.0,0.249377
53700,24.9281,21.0,24.0,13.0,200.0,0.252237
53760,24.9303,21.0,24.0,13.0,200.0,0.245916
53820,24.9324,21.0,24.0,13.0,200.0,0.249497
53880,24.9345,21.0,24.0,13.0,200.0,0.244819
53940,24.9366,21.0,24.0,13.0,200.0,0.247574
54000,24.9387,21.0,24.0,13.0,200.0,0.253529
54060,24.9407,21.0,24.0,13.0,200.0,0.250356
54120,24.9427,21.0,24.0,13.0,200.0,0.256632
54180,24.9446,21.0,24.0,13.0,200.0,0.250329
54240,24.9465,21.0,24.0,13.0,200.0,0.250653
54300,24.9484,21.0,24.0,13.0,200.0,0.256853
54360,24.9503,21.0,24.0,13.0,200.0,0.249448
54420,24.9521,21.0,24.0,13.0,200.0,0.246254
54480,24.9539,21.0,24.0,13.0,200.0,0.257824
54540,24.9556,21.0,24.0,13.0,200.0,0.254555
54600,24.9573,21.0,24.0,13.0,200.0,0.244512
54660,24.959,21.0,24.0,13.0,200.0,0.253621
54720,24.9607,21.0,24.0,13.0,200.0,0.252091
54780,24.9623,21.0,24.0,13.0,200.0,0.260944
54840,24.9639,21.0,24.0,13.0,200.0,0.251302
54900,24.9654,21.0,24.0,13.0,200.0,0.252143
54960,24.9669,21.0,24.0,13.0,200.0,0.251067
55020,24.9684,21.0,24.0,13.0,200.0,0.250729
55080,24.9699,21.0,24.0,13.0,200.0,0.252375
55140,24.9713,21.0,24.0,13.0,200.0,0.24966
55200,24.9727,21.0,24.0,13.0,200.0,0.2515
55260,24.974,21.0,24.0,13.0,200.0,0.249414
55320,24.9753,21.0,24.0,13.0,200.0,0.250061
55380,24.9766,21.0,24.0,13.0,200.0,0.250016
55440,24.9778,21.0,24.0,13.0,200.0,0.25437
55500,24.9791,21.0,24.0,13.0,200.0,0.253913
55560,24.9802,21.0,24.0,13.0,200.0,0.251931
55620,24.9814,21.0,24.0,13.0,200.0,0.258933
55680,24.9825,21.0,24.0,13.0,200.0,0.257005
55740,24.9836,21.0,24.0,13.0,200.0,0.255641
55800,24.9846,21.0,24.0,13.0,200.0,0.25568
55860,24.9856,21.0,24.0,13.0,200.0,0.264069
55920,24.9866,21.0,24.0,13.0,200.0,0.258813
55980,24.9875,21.0,24.0,13.0,200.0,0.259905
56040,24.9884,21.0,24.0,13.0,200.0,0.247805
56100,24.9893,21.0,24.0,13.0,200.0,0.255673
56160,24.9901,21.0,24.0,13.0,200.0,0.249738
56220,24.9909,21.0,24.0,13.0,200.0,0.256846
56280,24.9917,21.0,24.0,13.0,200.0,0.260167
56340,24.9924,21.0,24.0,13.0,200.0,0.256095
56400,24.9932,21.0,24.0,13.0,200.0,0.260979
56460,24.9938,21.0,24.0,13.0,200.0,0.25492
56520,24.9945,21.0,24.0,13.0,200.0,0.261415
56580,24.9951,21.0,24.0,13.0,200.0,0.252994
56640,24.9956,21.0,24.0,13.0,200.0,0.258252
56700,24.9961,21.0,24.0,13.0,200.0,0.261063
56760,24.9966,21.0,24.0,13.0,200.0,0.261607
56820,24.9971,21.0,24.0,13.0,200.0,0.259028
56880,24.9975,21.0,24.0,13.0,200.0,0.267364
56940,24.9979,21.0,24.0,13.0,200.0,0.258011
57000,24.9983,21.0,24.0,13.0,200.0,0.257922
57060,24.9986,21.0,24.0,13.0,200.0,0.24874
57120,24.9989,21.0,24.0,13.0,200.0,0.2669
57180,24.9992,21.0,24.0,13.0,200.0,0.25839
57240,24.9994,21.0,24.0,13.0,200.0,0.255197
57300,24.9996,21.0,24.0,13.0,200.0,0.265215
57360,24.9997,21.0,24.0,13.0,200.0,0.264898
57420,24.9998,21.0,24.0,13.0,200.0,0.260409
57480,24.9999,21.0,24.0,13.0,200.0,0.254249
57540,25.0,21.0,24.0,13.0,200.0,0.261673
57600,25.0,21.0,24.0,13.0,200.0,0.257514
57660,25.0,21.0,24.0,13.0,200.0,0.255314
