timestamp,outdoor_temp_c,people_heat_gain_w,lighting_heat_gain_w,equipment_heat_gain_w,discharge_air_temp_c,supply_airflow_m3_s,zone_temp_c
25260,24.5189,150.0,150.0,200.0,16.0,0.18,20.6387
25320,24.5379,150.0,150.0,200.0,16.0,0.18,20.6339
25380,24.5569,150.0,150.0,200.0,16.0,0.18,20.6626
25440,24.576,150.0,150.0,200.0,16.0,0.18,20.5977
25500,24.5951,150.0,150.0,200.0,16.0,0.18,20.6221
25560,24.6142,150.0,150.0,200.0,16.0,0.18,20.6207
25620,24.6334,150.0,150.0,200.0,16.0,0.18,20.621
25680,24.6526,150.0,150.0,200.0,16.0,0.18,20.6251
25740,24.6719,150.0,150.0,200.0,16.0,0.18,20.5746
25800,24.6913,150.0,150.0,200.0,16.0,0.18,20.652
25860,24.7106,150.0,150.0,200.0,16.0,0.18,20.6481
25920,24.73,150.0,150.0,200.0,16.0,0.18,20.6638
25980,24.7495,150.0,150.0,200.0,16.0,0.18,20.6987
26040,24.769,150.0,150.0,200.0,16.0,0.18,20.623
26100,24.7886,150.0,150.0,200.0,16.0,0.18,20.6329
26160,24.8081,150.0,150.0,200.0,16.0,0.18,20.6357
26220,24.8278,150.0,150.0,200.0,16.0,0.18,20.6951
26280,24.8474,150.0,150.0,200.0,16.0,0.18,20.5864
26340,24.8672,150.0,150.0,200.0,16.0,0.18,20.6544
26400,24.8869,150.0,150.0,200.0,16.0,0.18,20.5973
26460,24.9067,150.0,150.0,200.0,16.0,0.18,20.5655
26520,24.9265,150.0,150.0,200.0,16.0,0.18,20.584
26580,24.9464,150.0,150.0,200.0,16.0,0.18,20.6048
26640,24.9663,150.0,150.0,200.0,16.0,0.18,20.68
26700,24.9863,150.0,150.0,200.0,16.0,0.18,20.6235
26760,25.0063,150.0,150.0,200.0,16.0,0.18,20.6445
26820,25.0263,150.0,150.0,200.0,16.0,0.18,20.6181
26880,25.0463,150.0,150.0,200.0,16.0,0.18,20.6731
26940,25.0664,150.0,150.0,200.0,16.0,0.18,20.6236
27000,25.0866,150.0,150.0,200.0,16.0,0.18,20.698
27060,25.1068,150.0,150.0,200.0,16.0,0.18,20.6305
27120,25.127,150.0,150.0,200.0,16.0,0.18,20.6392
27180,25.1472,150.0,150.0,200.0,16.0,0.18,20.6678
27240,25.1675,150.0,150.0,200.0,16.0,0.18,20.6668
27300,25.1878,150.0,150.0,200.0,16.0,0.18,20.7108
27360,25.2082,150.0,150.0,200.0,16.0,0.18,20.6736
27420,25.2285,150.0,150.0,200.0,16.0,0.18,20.6358
27480,25.249,150.0,150.0,200.0,16.0,0.18,20.6573
27540,25.2694,150.0,150.0,200.0,16.0,0.18,20.659
27600,25.2899,150.0,150.0,200.0,16.0,0.18,20.7001
27660,25.3104,150.0,150.0,200.0,16.0,0.18,20.692
27720,25.331,150.0,150.0,200.0,16.0,0.18,20.679
27780,25.3515,150.0,150.0,200.0,16.0,0.18,20.7109
27840,25.3722,150.0,150.0,200.0,16.0,0.18,20.6712
27900,25.3928,150.0,150.0,200.0,16.0,0.18,20.6852
27960,25.4135,150.0,150.0,200.0,16.0,0.18,20.697
28020,25.4342,150.0,150.0,200.0,16.0,0.18,20.7397
28080,25.4549,150.0,150.0,200.0,16.0,0.18,20.6932
28140,25.4757,150.0,150.0,200.0,16.0,0.18,20.688
28200,25.4965,150.0,150.0,200.0,16.0,0.18,20.6696
28260,25.5173,150.0,150.0,200.0,16.0,0.18,20.7239
28320,25.5381,150.0,150.0,200.0,16.0,0.18,20.6881
28380,25.559,150.0,150.0,200.0,16.0,0.18,20.7186
28440,25.5799,150.0,150.0,200.0,16.0,0.18,20.6537
28500,25.6009,150.0,150.0,200.0,16.0,0.18,20.7445
28560,25.6218,150.0,150.0,200.0,16.0,0.18,20.6758
28620,25.6428,150.0,150.0,200.0,16.0,0.18,20.695
28680,25.6638,150.0,150.0,200.0,16.0,0.18,20.7527
28740,25.6848,150.0,150.0,200.0,16.0,0.18,20.6836
28800,25.7059,900.0,900.0,1200.0,13.0,0.18,20.746
28860,25.727,900.0,900.0,1200.0,13.0,0.18,20.7754
28920,25.7481,900.0,900.0,1200.0,13.0,0.18,20.7679
28980,25.7692,900.0,900.0,1200.0,13.0,0.18,20.8628
29040,25.7904,900.0,900.0,1200.0,13.0,0.18,20.892
29100,25.8116,900.0,900.0,1200.0,13.0,0.18,20.8123
29160,25.8328,900.0,900.0,1200.0,13.0,0.18,20.8524
29220,25.854,900.0,900.0,1200.0,13.0,0.18,20.9445
29280,25.8752,900.0,900.0,1200.0,13.0,0.18,20.9054
29340,25.8965,900.0,900.0,1200.0,13.0,0.18,20.957
29400,25.9178,900.0,900.0,1200.0,13.0,0.18,20.9967
29460,25.9391,900.0,900.0,1200.0,13.0,0.18,21.0376
29520,25.9604,900.0,900.0,1200.0,13.0,0.18,21.0342
29580,25.9818,900.0,900.0,1200.0,13.0,0.18,21.0677
29640,26.0032,900.0,900.0,1200.0,13.0,0.18,21.0654
29700,26.0245,900.0,900.0,1200.0,13.0,0.18,21.1512
29760,26.046,900.0,900.0,1200.0,13.0,0.18,21.1213
29820,26.0674,900.0,900.0,1200.0,13.0,0.18,21.17
29880,26.0888,900.0,900.0,1200.0,13.0,0.18,21.1681
29940,26.1103,900.0,900.0,1200.0,13.0,0.18,21.2102
30000,26.1318,900.0,900.0,1200.0,13.0,0.18,21.2254
30060,26.1533,900.0,900.0,1200.0,13.0,0.18,21.249
30120,26.1748,900.0,900.0,1200.0,13.0,0.18,21.2468
30180,26.1963,900.0,900.0,1200.0,13.0,0.18,21.3243
30240,26.2178,900.0,900.0,1200.0,13.0,0.18,21.3661
30300,26.2394,900.0,900.0,1200.0,13.0,0.18,21.3541
30360,26.261,900.0,900.0,1200.0,13.0,0.18,21.3919
30420,26.2825,900.0,900.0,1200.0,13.0,0.18,21.418
30480,26.3041,900.0,900.0,1200.0,13.0,0.18,21.4437
30540,26.3257,900.0,900.0,1200.0,13.0,0.18,21.4478
30600,26.3474,900.0,900.0,1200.0,13.0,0.18,21.4679
30660,26.369,900.0,900.0,1200.0,13.0,0.18,21.5103
30720,26.3907,900.0,900.0,1200.0,13.0,0.18,21.5091
30780,26.4123,900.0,900.0,1200.0,13.0,0.18,21.5005
30840,26.434,900.0,900.0,1200.0,13.0,0.18,21.553
30900,26.4557,900.0,900.0,1200.0,13.0,0.18,21.5182
30960,26.4774,900.0,900.0,1200.0,13.0,0.18,21.5971
31020,26.4991,900.0,900.0,1200.0,13.0,0.18,21.6321
31080,26.5208,900.0,900.0,1200.0,13.0,0.18,21.6791
31140,26.5425,900.0,900.0,1200.0,13.0,0.18,21.6689
31200,26.5642,900.0,900.0,1200.0,13.0,0.18,21.7144
31260,26.586,900.0,900.0,1200.0,13.0,0.18,21.7087
31320,26.6077,900.0,900.0,1200.0,13.0,0.18,21.7001
31380,26.6295,900.0,900.0,1200.0,13.0,0.18,21.7105
31440,26.6512,900.0,900.0,1200.0,13.0,0.18,21.7458
31500,26.673,900.0,900.0,1200.0,13.0,0.18,21.7558
31560,26.6948,900.0,900.0,1200.0,13.0,0.18,21.8377
31620,26.7165,900.0,900.0,1200.0,13.0,0.18,21.8343
31680,26.7383,900.0,900.0,1200.0,13.0,0.18,21.8794
31740,26.7601,900.0,900.0,1200.0,13.0,0.18,21.8862
31800,26.7819,900.0,900.0,1200.0,13.0,0.18,21.9369
31860,26.8037,900.0,900.0,1200.0,13.0,0.18,21.959
31920,26.8255,900.0,900.0,1200.0,13.0,0.18,21.9294
31980,26.8473,900.0,900.0,1200.0,13.0,0.18,21.962
32040,26.8691,900.0,900.0,1200.0,13.0,0.18,21.9757
32100,26.8909,900.0,900.0,1200.0,13.0,0.18,21.9644
32160,26.9127,900.0,900.0,1200.0,13.0,0.18,22.0546
32220,26.9346,900.0,900.0,1200.0,13.0,0.18,22.0913
32280,26.9564,900.0,900.0,1200.0,13.0,0.18,22.0766
32340,26.9782,900.0,900.0,1200.0,13.0,0.18,22.0832
32400,27.0,900.0,900.0,1200.0,13.0,0.18,22.1518
32460,27.0218,900.0,900.0,1200.0,13.0,0.18,22.0698
32520,27.0436,900.0,900.0,1200.0,13.0,0.18,22.1664
32580,27.0654,900.0,900.0,1200.0,13.0,0.18,22.1864
32640,27.0873,900.0,900.0,1200.0,13.0,0.18,22.1858
32700,27.1091,900.0,900.0,1200.0,13.0,0.18,22.2655
32760,27.1309,900.0,900.0,1200.0,13.0,0.18,22.2737
32820,27.1527,900.0,900.0,1200.0,13.0,0.18,22.2575
32880,27.1745,900.0,900.0,1200.0,13.0,0.18,22.2834
32940,27.1963,900.0,900.0,1200.0,13.0,0.18,22.295
33000,27.2181,900.0,900.0,1200.0,13.0,0.18,22.3118
33060,27.2399,900.0,900.0,1200.0,13.0,0.18,22.3084
33120,27.2617,900.0,900.0,1200.0,13.0,0.18,22.4096
33180,27.2835,900.0,900.0,1200.0,13.0,0.18,22.4194
33240,27.3052,900.0,900.0,1200.0,13.0,0.18,22.4329
33300,27.327,900.0,900.0,1200.0,13.0,0.18,22.3964
33360,27.3488,900.0,900.0,1200.0,13.0,0.18,22.512
33420,27.3705,900.0,900.0,1200.0,13.0,0.18,22.5292
33480,27.3923,900.0,900.0,1200.0,13.0,0.18,22.4956
33540,27.414,900.0,900.0,1200.0,13.0,0.18,22.4829
33600,27.4358,900.0,900.0,1200.0,13.0,0.181205,22.5039
33660,27.4575,900.0,900.0,1200.0,13.0,0.183593,22.562
33720,27.4792,900.0,900.0,1200.0,13.0,0.185936,22.5412
33780,27.5009,900.0,900.0,1200.0,13.0,0.188234,22.5864
33840,27.5226,900.0,900.0,1200.0,13.0,0.190488,22.6385
33900,27.5443,900.0,900.0,1200.0,13.0,0.1927,22.5787
33960,27.566,900.0,900.0,1200.0,13.0,0.194869,22.7018
34020,27.5877,900.0,900.0,1200.0,13.0,0.196996,22.706
34080,27.6093,900.0,900.0,1200.0,13.0,0.199082,22.639
34140,27.631,900.0,900.0,1200.0,13.0,0.201129,22.6504
34200,27.6526,900.0,900.0,1200.0,13.0,0.203136,22.7007
34260,27.6743,900.0,900.0,1200.0,13.0,0.205105,22.6944
34320,27.6959,900.0,900.0,1200.0,13.0,0.207035,22.7332
34380,27.7175,900.0,900.0,1200.0,13.0,0.208929,22.6791
34440,27.739,900.0,900.0,1200.0,13.0,0.210786,22.7649
34500,27.7606,900.0,900.0,1200.0,13.0,0.212607,22.8407
34560,27.7822,900.0,900.0,1200.0,13.0,0.214393,22.7677
34620,27.8037,900.0,900.0,1200.0,13.0,0.216145,22.8073
34680,27.8252,900.0,900.0,1200.0,13.0,0.217863,22.7849
34740,27.8467,900.0,900.0,1200.0,13.0,0.219547,22.8625
34800,27.8682,900.0,900.0,1200.0,13.0,0.221199,22.8501
34860,27.8897,900.0,900.0,1200.0,13.0,0.22282,22.9283
34920,27.9112,900.0,900.0,1200.0,13.0,0.224409,22.8893
34980,27.9326,900.0,900.0,1200.0,13.0,0.225967,22.8846
35040,27.954,900.0,900.0,1200.0,13.0,0.227496,22.9248
35100,27.9755,900.0,900.0,1200.0,13.0,0.228995,22.9054
35160,27.9968,900.0,900.0,1200.0,13.0,0.230465,22.8924
35220,28.0182,900.0,900.0,1200.0,13.0,0.231907,22.9534
35280,28.0396,900.0,900.0,1200.0,13.0,0.233322,22.9507
35340,28.0609,900.0,900.0,1200.0,13.0,0.234709,22.9722
35400,28.0822,900.0,900.0,1200.0,13.0,0.236069,22.9896
35460,28.1035,900.0,900.0,1200.0,13.0,0.237404,22.974
35520,28.1248,900.0,900.0,1200.0,13.0,0.238713,23.0126
35580,28.146,900.0,900.0,1200.0,13.0,0.239997,23.0626
35640,28.1672,900.0,900.0,1200.0,13.0,0.241256,22.9875
35700,28.1884,900.0,900.0,1200.0,13.0,0.242492,23.083
35760,28.2096,900.0,900.0,1200.0,13.0,0.243704,23.0335
35820,28.2308,900.0,900.0,1200.0,13.0,0.244893,23.0275
35880,28.2519,900.0,900.0,1200.0,13.0,0.24606,23.1329
35940,28.273,900.0,900.0,1200.0,13.0,0.247204,23.074
36000,28.2941,900.0,900.0,1200.0,13.0,0.248327,23.1197
36060,28.3152,900.0,900.0,1200.0,13.0,0.249429,23.1121
36120,28.3362,900.0,900.0,1200.0,13.0,0.25051,23.046
36180,28.3572,900.0,900.0,1200.0,13.0,0.25157,23.1087
36240,28.3782,900.0,900.0,1200.0,13.0,0.252611,23.0978
36300,28.3991,900.0,900.0,1200.0,13.0,0.253633,23.0817
36360,28.4201,900.0,900.0,1200.0,13.0,0.254635,23.077
36420,28.441,900.0,900.0,1200.0,13.0,0.255619,23.1413
36480,28.4619,900.0,900.0,1200.0,13.0,0.256585,23.1638
36540,28.4827,900.0,900.0,1200.0,13.0,0.257533,23.1656
36600,28.5035,900.0,900.0,1200.0,13.0,0.258463,23.1523
36660,28.5243,900.0,900.0,1200.0,13.0,0.259377,23.145
36720,28.5451,900.0,900.0,1200.0,13.0,0.260273,23.1467
36780,28.5658,900.0,900.0,1200.0,13.0,0.261154,23.1668
36840,28.5865,900.0,900.0,1200.0,13.0,0.262018,23.1596
36900,28.6072,900.0,900.0,1200.0,13.0,0.262867,23.1914
36960,28.6278,900.0,900.0,1200.0,13.0,0.2637,23.2036
37020,28.6485,900.0,900.0,1200.0,13.0,0.264518,23.1841
37080,28.669,900.0,900.0,1200.0,13.0,0.265322,23.2106
37140,28.6896,900.0,900.0,1200.0,13.0,0.266111,23.2012
37200,28.7101,900.0,900.0,1200.0,13.0,0.266887,23.2303
37260,28.7306,900.0,900.0,1200.0,13.0,0.267648,23.2518
37320,28.751,900.0,900.0,1200.0,13.0,0.268396,23.2481
37380,28.7715,900.0,900.0,1200.0,13.0,0.269131,23.2629
37440,28.7918,900.0,900.0,1200.0,13.0,0.269853,23.2051
37500,28.8122,900.0,900.0,1200.0,13.0,0.270563,23.2491
37560,28.8325,900.0,900.0,1200.0,13.0,0.27126,23.2745
37620,28.8528,900.0,900.0,1200.0,13.0,0.271945,23.2911
37680,28.873,900.0,900.0,1200.0,13.0,0.272619,23.2294
37740,28.8932,900.0,900.0,1200.0,13.0,0.273281,23.2875
37800,28.9134,900.0,900.0,1200.0,13.0,0.273931,23.3243
37860,28.9336,900.0,900.0,1200.0,13.0,0.274571,23.288
37920,28.9537,900.0,900.0,1200.0,13.0,0.2752,23.2956
37980,28.9737,900.0,900.0,1200.0,13.0,0.275818,23.3171
38040,28.9937,900.0,900.0,1200.0,13.0,0.276426,23.3159
38100,29.0137,900.0,900.0,1200.0,13.0,0.277024,23.3337
38160,29.0337,900.0,900.0,1200.0,13.0,0.277612,23.3204
38220,29.0536,900.0,900.0,1200.0,13.0,0.278191,23.3276
38280,29.0735,900.0,900.0,1200.0,13.0,0.27876,23.3042
38340,29.0933,900.0,900.0,1200.0,13.0,0.279319,23.3271
38400,29.1131,900.0,900.0,1200.0,13.0,0.27987,23.3744
38460,29.1328,900.0,900.0,1200.0,13.0,0.280412,23.3351
38520,29.1526,900.0,900.0,1200.0,13.0,0.280945,23.3405
38580,29.1722,900.0,900.0,1200.0,13.0,0.28147,23.3351
38640,29.1919,900.0,900.0,1200.0,13.0,0.281986,23.3777
38700,29.2114,900.0,900.0,1200.0,13.0,0.282495,23.3327
38760,29.231,900.0,900.0,1200.0,13.0,0.282995,23.3897
38820,29.2505,900.0,900.0,1200.0,13.0,0.283488,23.3383
38880,29.27,900.0,900.0,1200.0,13.0,0.283973,23.3387
38940,29.2894,900.0,900.0,1200.0,13.0,0.284451,23.3805
39000,29.3087,900.0,900.0,1200.0,13.0,0.284921,23.3821
39060,29.3281,900.0,900.0,1200.0,13.0,0.285385,23.3909
39120,29.3474,900.0,900.0,1200.0,13.0,0.285841,23.4176
39180,29.3666,900.0,900.0,1200.0,13.0,0.286291,23.3771
39240,29.3858,900.0,900.0,1200.0,13.0,0.286734,23.4064
39300,29.4049,900.0,900.0,1200.0,13.0,0.287171,23.3694
39360,29.424,900.0,900.0,1200.0,13.0,0.287601,23.438
39420,29.4431,900.0,900.0,1200.0,13.0,0.288025,23.4227
39480,29.4621,900.0,900.0,1200.0,13.0,0.288443,23.4232
39540,29.4811,900.0,900.0,1200.0,13.0,0.288855,23.4161
39600,29.5,900.0,900.0,1200.0,13.0,0.289261,23.3903
39660,29.5189,900.0,900.0,1200.0,13.0,0.289662,23.4073
39720,29.5377,900.0,900.0,1200.0,13.0,0.290056,23.4354
39780,29.5565,900.0,900.0,1200.0,13.0,0.290446,23.423
39840,29.5752,900.0,900.0,1200.0,13.0,0.29083,23.4305
39900,29.5939,900.0,900.0,1200.0,13.0,0.291209,23.3891
39960,29.6125,900.0,900.0,1200.0,13.0,0.291583,23.4384
40020,29.6311,900.0,900.0,1200.0,13.0,0.291952,23.4152
40080,29.6496,900.0,900.0,1200.0,13.0,0.292315,23.4065
40140,29.6681,900.0,900.0,1200.0,13.0,0.292674,23.4373
40200,29.6865,900.0,900.0,1200.0,13.0,0.293029,23.3891
40260,29.7049,900.0,900.0,1200.0,13.0,0.293379,23.4687
40320,29.7232,900.0,900.0,1200.0,13.0,0.293724,23.4761
40380,29.7415,900.0,900.0,1200.0,13.0,0.294065,23.4517
40440,29.7597,900.0,900.0,1200.0,13.0,0.294402,23.4263
40500,29.7779,900.0,900.0,1200.0,13.0,0.294734,23.4305
40560,29.796,900.0,900.0,1200.0,13.0,0.295062,23.457
40620,29.814,900.0,900.0,1200.0,13.0,0.295386,23.3915
40680,29.832,900.0,900.0,1200.0,13.0,0.295707,23.4723
40740,29.85,900.0,900.0,1200.0,13.0,0.296023,23.4894
40800,29.8679,900.0,900.0,1200.0,13.0,0.296335,23.4627
40860,29.8857,900.0,900.0,1200.0,13.0,0.296644,23.4597
40920,29.9035,900.0,900.0,1200.0,13.0,0.296949,23.4826
40980,29.9212,900.0,900.0,1200.0,13.0,0.297251,23.4901
41040,29.9389,900.0,900.0,1200.0,13.0,0.297549,23.5149
41100,29.9565,900.0,900.0,1200.0,13.0,0.297844,23.485
41160,29.9741,900.0,900.0,1200.0,13.0,0.298135,23.4662
41220,29.9916,900.0,900.0,1200.0,13.0,0.298423,23.4754
41280,30.0091,900.0,900.0,1200.0,13.0,0.298708,23.497
41340,30.0265,900.0,900.0,1200.0,13.0,0.298989,23.5406
41400,30.0438,900.0,900.0,1200.0,13.0,0.299268,23.4866
41460,30.0611,900.0,900.0,1200.0,13.0,0.299543,23.4669
41520,30.0783,900.0,900.0,1200.0,13.0,0.299816,23.4746
41580,30.0955,900.0,900.0,1200.0,13.0,0.300085,23.44
41640,30.1126,900.0,900.0,1200.0,13.0,0.300352,23.515
41700,30.1296,900.0,900.0,1200.0,13.0,0.300616,23.4665
41760,30.1466,900.0,900.0,1200.0,13.0,0.300877,23.4725
41820,30.1635,900.0,900.0,1200.0,13.0,0.301135,23.4523
41880,30.1804,900.0,900.0,1200.0,13.0,0.301391,23.4802
41940,30.1972,900.0,900.0,1200.0,13.0,0.301644,23.5328
42000,30.2139,900.0,900.0,1200.0,13.0,0.301895,23.4785
42060,30.2306,900.0,900.0,1200.0,13.0,0.302143,23.4674
42120,30.2472,900.0,900.0,1200.0,13.0,0.302389,23.5273
42180,30.2638,900.0,900.0,1200.0,13.0,0.302632,23.5137
42240,30.2803,900.0,900.0,1200.0,13.0,0.302873,23.5389
42300,30.2967,900.0,900.0,1200.0,13.0,0.303111,23.5501
42360,30.3131,900.0,900.0,1200.0,13.0,0.303347,23.5296
42420,30.3294,900.0,900.0,1200.0,13.0,0.303581,23.4928
42480,30.3457,900.0,900.0,1200.0,13.0,0.303813,23.53
42540,30.3618,900.0,900.0,1200.0,13.0,0.304042,23.5506
42600,30.378,900.0,900.0,1200.0,13.0,0.30427,23.52
42660,30.394,900.0,900.0,1200.0,13.0,0.304495,23.4962
42720,30.41,900.0,900.0,1200.0,13.0,0.304719,23.5742
42780,30.4259,900.0,900.0,1200.0,13.0,0.30494,23.5305
42840,30.4418,900.0,900.0,1200.0,13.0,0.305159,23.5325
42900,30.4576,900.0,900.0,1200.0,13.0,0.305376,23.5471
42960,30.4733,900.0,900.0,1200.0,13.0,0.305592,23.5793
43020,30.489,900.0,900.0,1200.0,13.0,0.305805,23.558
43080,30.5045,900.0,900.0,1200.0,13.0,0.306017,23.5419
43140,30.5201,900.0,900.0,1200.0,13.0,0.306227,23.5741
43200,30.5355,900.0,900.0,1200.0,13.0,0.306435,23.6198
43260,30.5509,900.0,900.0,1200.0,13.0,0.306641,23.5987
43320,30.5663,900.0,900.0,1200.0,13.0,0.306845,23.5789
43380,30.5815,900.0,900.0,1200.0,13.0,0.307048,23.5267
43440,30.5967,900.0,900.0,1200.0,13.0,0.307249,23.6746
43500,30.6118,900.0,900.0,1200.0,13.0,0.307449,23.5278
43560,30.6269,900.0,900.0,1200.0,13.0,0.307646,23.5542
43620,30.6419,900.0,900.0,1200.0,13.0,0.307842,23.546
43680,30.6568,900.0,900.0,1200.0,13.0,0.308037,23.6174
43740,30.6716,900.0,900.0,1200.0,13.0,0.30823,23.5828
43800,30.6864,900.0,900.0,1200.0,13.0,0.308421,23.5289
43860,30.7011,900.0,900.0,1200.0,13.0,0.308611,23.5814
43920,30.7157,900.0,900.0,1200.0,13.0,0.3088,23.5913
43980,30.7303,900.0,900.0,1200.0,13.0,0.308987,23.5669
44040,30.7448,900.0,900.0,1200.0,13.0,0.309172,23.5414
44100,30.7592,900.0,900.0,1200.0,13.0,0.309356,23.5577
44160,30.7735,900.0,900.0,1200.0,13.0,0.309539,23.5679
44220,30.7878,900.0,900.0,1200.0,13.0,0.30972,23.5832
44280,30.802,900.0,900.0,1200.0,13.0,0.3099,23.5684
44340,30.8162,900.0,900.0,1200.0,13.0,0.310078,23.6075
44400,30.8302,900.0,900.0,1200.0,13.0,0.310255,23.5584
44460,30.8442,900.0,900.0,1200.0,13.0,0.310431,23.5364
44520,30.8581,900.0,900.0,1200.0,13.0,0.310605,23.5676
44580,30.872,900.0,900.0,1200.0,13.0,0.310778,23.6317
44640,30.8857,900.0,900.0,1200.0,13.0,0.31095,23.5755
44700,30.8994,900.0,900.0,1200.0,13.0,0.311121,23.6643
44760,30.913,900.0,900.0,1200.0,13.0,0.31129,23.6102
44820,30.9266,900.0,900.0,1200.0,13.0,0.311458,23.5619
44880,30.9401,900.0,900.0,1200.0,13.0,0.311625,23.5732
44940,30.9534,900.0,900.0,1200.0,13.0,0.31179,23.6069
45000,30.9668,900.0,900.0,1200.0,13.0,0.311955,23.5657
45060,30.98,900.0,900.0,1200.0,13.0,0.312118,23.6736
45120,30.9932,900.0,900.0,1200.0,13.0,0.31228,23.5739
45180,31.0063,900.0,900.0,1200.0,13.0,0.312441,23.6254
45240,31.0193,900.0,900.0,1200.0,13.0,0.312601,23.6501
45300,31.0322,900.0,900.0,1200.0,13.0,0.312759,23.6044
45360,31.0451,900.0,900.0,1200.0,13.0,0.312917,23.5791
45420,31.0579,900.0,900.0,1200.0,13.0,0.313073,23.602
45480,31.0706,900.0,900.0,1200.0,13.0,0.313228,23.6224
45540,31.0832,900.0,900.0,1200.0,13.0,0.313382,23.6391
45600,31.0958,900.0,900.0,1200.0,13.0,0.313535,23.6158
45660,31.1082,900.0,900.0,1200.0,13.0,0.313687,23.5733
45720,31.1206,900.0,900.0,1200.0,13.0,0.313838,23.6178
45780,31.1329,900.0,900.0,1200.0,13.0,0.313988,23.5976
45840,31.1452,900.0,900.0,1200.0,13.0,0.314137,23.5535
45900,31.1573,900.0,900.0,1200.0,13.0,0.314284,23.5993
45960,31.1694,900.0,900.0,1200.0,13.0,0.314431,23.5785
46020,31.1814,900.0,900.0,1200.0,13.0,0.314577,23.6403
46080,31.1934,900.0,900.0,1200.0,13.0,0.314721,23.6822
46140,31.2052,900.0,900.0,1200.0,13.0,0.314865,23.6808
46200,31.217,900.0,900.0,1200.0,13.0,0.315007,23.609
46260,31.2286,900.0,900.0,1200.0,13.0,0.315149,23.6134
46320,31.2402,900.0,900.0,1200.0,13.0,0.31529,23.6492
46380,31.2518,900.0,900.0,1200.0,13.0,0.315429,23.6616
46440,31.2632,900.0,900.0,1200.0,13.0,0.315568,23.6183
46500,31.2746,900.0,900.0,1200.0,13.0,0.315705,23.6277
46560,31.2858,900.0,900.0,1200.0,13.0,0.315842,23.6994
46620,31.297,900.0,900.0,1200.0,13.0,0.315978,23.631
46680,31.3081,900.0,900.0,1200.0,13.0,0.316113,23.6208
46740,31.3192,900.0,900.0,1200.0,13.0,0.316246,23.6401
46800,31.3301,900.0,900.0,1200.0,13.0,0.316379,23.655
46860,31.341,900.0,900.0,1200.0,13.0,0.316511,23.608
46920,31.3518,900.0,900.0,1200.0,13.0,0.316642,23.6323
46980,31.3625,900.0,900.0,1200.0,13.0,0.316772,23.6059
47040,31.3731,900.0,900.0,1200.0,13.0,0.316901,23.6336
47100,31.3836,900.0,900.0,1200.0,13.0,0.31703,23.6993
47160,31.3941,900.0,900.0,1200.0,13.0,0.317157,23.6663
47220,31.4045,900.0,900.0,1200.0,13.0,0.317283,23.6423
47280,31.4147,900.0,900.0,1200.0,13.0,0.317409,23.6181
47340,31.4249,900.0,900.0,1200.0,13.0,0.317533,23.6378
47400,31.4351,900.0,900.0,1200.0,13.0,0.317657,23.6797
47460,31.4451,900.0,900.0,1200.0,13.0,0.31778,23.6323
47520,31.455,900.0,900.0,1200.0,13.0,0.317902,23.6937
47580,31.4649,900.0,900.0,1200.0,13.0,0.318023,23.61
47640,31.4747,900.0,900.0,1200.0,13.0,0.318143,23.6435
47700,31.4844,900.0,900.0,1200.0,13.0,0.318262,23.7055
47760,31.494,900.0,900.0,1200.0,13.0,0.31838,23.5939
47820,31.5035,900.0,900.0,1200.0,13.0,0.318498,23.6908
47880,31.5129,900.0,900.0,1200.0,13.0,0.318615,23.6005
47940,31.5223,900.0,900.0,1200.0,13.0,0.31873,23.6543
48000,31.5315,900.0,900.0,1200.0,13.0,0.318845,23.6528
48060,31.5407,900.0,900.0,1200.0,13.0,0.318959,23.6837
48120,31.5498,900.0,900.0,1200.0,13.0,0.319072,23.5652
48180,31.5588,900.0,900.0,1200.0,13.0,0.319185,23.6033
48240,31.5677,900.0,900.0,1200.0,13.0,0.319296,23.6447
48300,31.5766,900.0,900.0,1200.0,13.0,0.319407,23.6637
48360,31.5853,900.0,900.0,1200.0,13.0,0.319516,23.6367
48420,31.594,900.0,900.0,1200.0,13.0,0.319625,23.6578
48480,31.6025,900.0,900.0,1200.0,13.0,0.319733,23.6298
48540,31.611,900.0,900.0,1200.0,13.0,0.31984,23.6542
48600,31.6194,900.0,900.0,1200.0,13.0,0.319947,23.6417
48660,31.6277,900.0,900.0,1200.0,13.0,0.320052,23.6753
48720,31.6359,900.0,900.0,1200.0,13.0,0.320157,23.6863
48780,31.644,900.0,900.0,1200.0,13.0,0.320261,23.7127
48840,31.6521,900.0,900.0,1200.0,13.0,0.320364,23.6509
48900,31.66,900.0,900.0,1200.0,13.0,0.320466,23.6619
48960,31.6679,900.0,900.0,1200.0,13.0,0.320567,23.6737
49020,31.6757,900.0,900.0,1200.0,13.0,0.320668,23.6642
49080,31.6834,900.0,900.0,1200.0,13.0,0.320767,23.6723
49140,31.691,900.0,900.0,1200.0,13.0,0.320866,23.6278
49200,31.6985,900.0,900.0,1200.0,13.0,0.320964,23.6867
49260,31.7059,900.0,900.0,1200.0,13.0,0.321061,23.6489
49320,31.7132,900.0,900.0,1200.0,13.0,0.321157,23.6484
49380,31.7204,900.0,900.0,1200.0,13.0,0.321253,23.6303
49440,31.7276,900.0,900.0,1200.0,13.0,0.321348,23.7135
49500,31.7347,900.0,900.0,1200.0,13.0,0.321441,23.6752
49560,31.7416,900.0,900.0,1200.0,13.0,0.321534,23.7147
