timestamp,supply_air_temp_setpoint_c,outdoor_air_temp_c,return_air_temp_c,fan_command_pct,most_open_vav_damper_pct,minimum_outdoor_air_damper_pct,supply_air_temp_c
26760,16.0,25.006,22.203,40.0,49.437,15.0,15.968
26820,16.0,25.026,22.211,40.0,49.523,15.0,15.957
26880,16.0,25.046,22.219,40.0,49.608,15.0,15.946
26940,16.0,25.066,22.227,40.0,49.695,15.0,15.935
27000,16.0,25.087,22.235,40.0,49.781,15.0,15.923
27060,16.0,25.107,22.243,40.0,49.868,15.0,15.912
27120,16.0,25.127,22.251,40.0,49.955,15.0,15.901
27180,16.0,25.147,22.259,40.0,50.042,15.0,15.890
27240,16.0,25.167,22.267,40.0,50.129,15.0,15.878
27300,16.0,25.188,22.275,40.0,50.217,15.0,15.867
27360,16.0,25.208,22.283,40.0,50.305,15.0,15.856
27420,16.0,25.229,22.291,40.0,50.394,15.0,15.845
27480,16.0,25.249,22.300,40.0,50.482,15.0,15.834
27540,16.0,25.269,22.308,40.0,50.571,15.0,15.824
27600,16.0,25.290,22.316,40.0,50.661,15.0,15.813
27660,16.0,25.310,22.324,40.0,50.750,15.0,15.802
27720,16.0,25.331,22.332,40.0,50.840,15.0,15.792
27780,16.0,25.352,22.341,40.0,50.930,15.0,15.782
27840,16.0,25.372,22.349,40.0,51.020,15.0,15.771
27900,16.0,25.393,22.357,40.0,51.111,15.0,15.762
27960,16.0,25.413,22.365,40.0,51.202,15.0,15.752
28020,16.0,25.434,22.374,40.0,51.293,15.0,15.742
28080,16.0,25.455,22.382,40.0,51.384,15.0,15.733
28140,16.0,25.476,22.390,40.0,51.476,15.0,15.724
28200,16.0,25.496,22.399,40.0,51.568,15.0,15.715
28260,16.0,25.517,22.407,40.0,51.660,15.0,15.706
28320,16.0,25.538,22.415,40.0,51.752,15.0,15.698
28380,16.0,25.559,22.424,40.0,51.845,15.0,15.690
28440,16.0,25.580,22.432,40.0,51.938,15.0,15.682
28500,16.0,25.601,22.440,40.0,52.031,15.0,15.674
28560,16.0,25.622,22.449,40.0,52.124,15.0,15.667
28620,16.0,25.643,22.457,40.0,52.218,15.0,15.660
28680,16.0,25.664,22.466,40.0,52.312,15.0,15.653
28740,16.0,25.685,22.474,40.0,52.406,15.0,15.646
28800,13.0,25.706,22.482,80.0,52.500,15.0,12.640
28860,13.0,25.727,22.491,80.0,52.595,15.0,12.634
28920,13.0,25.748,22.499,80.0,52.689,15.0,12.629
28980,13.0,25.769,22.508,80.0,52.784,15.0,12.624
29040,13.0,25.790,22.516,80.0,52.880,15.0,12.619
29100,13.0,25.812,22.525,80.0,52.975,15.0,12.614
29160,13.0,25.833,22.533,80.0,53.071,15.0,12.610
29220,13.0,25.854,22.542,80.0,53.167,15.0,12.606
29280,13.0,25.875,22.550,80.0,53.263,15.0,12.603
29340,13.0,25.897,22.559,80.0,53.360,15.0,12.600
29400,13.0,25.918,22.567,80.0,53.456,15.0,12.597
29460,13.0,25.939,22.576,80.0,53.553,15.0,12.595
29520,13.0,25.960,22.584,80.0,53.650,15.0,12.593
29580,13.0,25.982,22.593,80.0,53.748,15.0,12.591
29640,13.0,26.003,22.601,80.0,53.845,15.0,12.590
29700,13.0,26.025,22.610,80.0,53.943,15.0,12.589
29760,13.0,26.046,22.618,80.0,54.041,15.0,12.588
29820,13.0,26.067,22.627,80.0,54.139,15.0,12.588
29880,13.0,26.089,22.636,80.0,54.237,15.0,12.588
29940,13.0,26.110,22.644,80.0,54.336,15.0,12.589
30000,13.0,26.132,22.653,80.0,54.435,15.0,12.590
30060,13.0,26.153,22.661,80.0,54.534,15.0,12.591
30120,13.0,26.175,22.670,80.0,54.633,15.0,12.593
30180,13.0,26.196,22.679,80.0,54.732,15.0,12.595
30240,13.0,26.218,22.687,80.0,54.832,15.0,12.597
30300,13.0,26.239,22.696,80.0,54.931,15.0,12.600
30360,13.0,26.261,22.704,80.0,55.031,15.0,12.603
30420,13.0,26.283,22.713,80.0,55.131,15.0,12.606
30480,13.0,26.304,22.722,80.0,55.232,15.0,12.610
30540,13.0,26.326,22.730,80.0,55.332,15.0,12.614
30600,13.0,26.347,22.739,80.0,55.433,15.0,12.618
30660,13.0,26.369,22.748,80.0,55.534,15.0,12.623
30720,13.0,26.391,22.756,80.0,55.635,15.0,12.628
30780,13.0,26.412,22.765,80.0,55.736,15.0,12.633
30840,13.0,26.434,22.774,80.0,55.837,15.0,12.639
30900,13.0,26.456,22.782,80.0,55.939,15.0,12.645
30960,13.0,26.477,22.791,80.0,56.041,15.0,12.651
31020,13.0,26.499,22.800,80.0,56.143,15.0,12.658
31080,13.0,26.521,22.808,80.0,56.245,15.0,12.664
31140,13.0,26.542,22.817,80.0,56.347,15.0,12.671
31200,13.0,26.564,22.826,80.0,56.449,15.0,12.679
31260,13.0,26.586,22.834,80.0,56.552,15.0,12.686
31320,13.0,26.608,22.843,80.0,56.655,15.0,12.694
31380,13.0,26.629,22.852,80.0,56.758,15.0,12.702
31440,13.0,26.651,22.860,80.0,56.861,15.0,12.710
31500,13.0,26.673,22.869,80.0,56.964,15.0,12.718
31560,13.0,26.695,22.878,80.0,57.067,15.0,12.727
31620,13.0,26.717,22.887,80.0,57.171,15.0,12.735
31680,13.0,26.738,22.895,80.0,57.275,15.0,12.744
31740,13.0,26.760,22.904,80.0,57.378,15.0,12.753
31800,13.0,26.782,22.913,80.0,57.482,15.0,12.762
31860,13.0,26.804,22.921,80.0,57.586,15.0,12.772
31920,13.0,26.826,22.930,80.0,57.691,15.0,12.781
31980,13.0,26.847,22.939,80.0,57.795,15.0,12.790
32040,13.0,26.869,22.948,80.0,57.900,15.0,12.800
32100,13.0,26.891,22.956,80.0,58.004,15.0,12.810
32160,13.0,26.913,22.965,80.0,58.109,15.0,12.819
32220,13.0,26.935,22.974,80.0,58.214,15.0,12.829
32280,13.0,26.956,22.983,80.0,58.319,15.0,12.839
32340,13.0,26.978,22.991,80.0,58.424,15.0,12.849
32400,13.0,27.000,23.000,80.0,58.530,15.0,12.859
32460,13.0,27.022,23.009,80.0,58.635,15.0,12.868
32520,13.0,27.044,23.017,80.0,58.740,15.0,12.878
32580,13.0,27.065,23.026,80.0,58.846,15.0,12.888
32640,13.0,27.087,23.035,80.0,58.952,15.0,12.898
32700,13.0,27.109,23.044,80.0,59.058,15.0,12.908
32760,13.0,27.131,23.052,80.0,59.164,15.0,12.917
32820,13.0,27.153,23.061,80.0,59.270,15.0,12.927
32880,13.0,27.174,23.070,80.0,59.376,15.0,12.936
32940,13.0,27.196,23.079,80.0,59.483,15.0,12.946
33000,13.0,27.218,23.087,80.0,59.589,15.0,12.955
33060,13.0,27.240,23.096,80.0,59.696,15.0,12.964
33120,13.0,27.262,23.105,80.0,59.802,15.0,12.973
33180,13.0,27.283,23.113,80.0,59.909,15.0,12.982
33240,13.0,27.305,23.122,80.0,60.016,15.0,12.991
33300,13.0,27.327,23.131,80.0,60.123,15.0,13.000
33360,13.0,27.349,23.140,80.0,60.230,15.0,13.008
33420,13.0,27.371,23.148,80.0,60.337,15.0,13.016
33480,13.0,27.392,23.157,80.0,60.444,15.0,13.024
33540,13.0,27.414,23.166,80.0,60.551,15.0,13.032
33600,13.0,27.436,23.174,80.0,60.659,15.0,13.040
33660,13.0,27.458,23.183,80.0,60.766,15.0,13.047
33720,13.0,27.479,23.192,80.0,60.874,15.0,13.054
33780,13.0,27.501,23.200,80.0,60.981,15.0,13.061
33840,13.0,27.523,23.209,80.0,61.089,15.0,13.068
33900,13.0,27.544,23.218,80.0,61.197,15.0,13.074
33960,13.0,27.566,23.226,80.0,61.305,15.0,13.080
34020,13.0,27.588,23.235,80.0,61.413,15.0,13.086
34080,13.0,27.609,23.244,80.0,61.521,15.0,13.091
34140,13.0,27.631,23.252,80.0,61.629,15.0,13.096
34200,13.0,27.653,23.261,80.0,61.737,15.0,13.101
34260,13.0,27.674,23.270,80.0,61.845,15.0,13.106
34320,13.0,27.696,23.278,80.0,61.953,15.0,13.110
34380,13.0,27.717,23.287,80.0,62.062,15.0,13.114
34440,13.0,27.739,23.296,80.0,62.170,15.0,13.117
34500,13.0,27.761,23.304,80.0,62.278,15.0,13.121
34560,13.0,27.782,23.313,80.0,62.387,15.0,13.124
34620,13.0,27.804,23.321,80.0,62.495,15.0,13.126
34680,13.0,27.825,23.330,80.0,62.604,15.0,13.128
34740,13.0,27.847,23.339,80.0,62.712,15.0,13.130
34800,13.0,27.868,23.347,80.0,62.821,15.0,13.132
34860,13.0,27.890,23.356,80.0,62.930,15.0,13.133
34920,13.0,27.911,23.364,80.0,63.039,15.0,13.134
34980,13.0,27.933,23.373,80.0,63.147,15.0,13.134
35040,13.0,27.954,23.382,80.0,63.256,15.0,13.134
35100,13.0,27.975,23.390,80.0,63.365,15.0,13.134
35160,13.0,27.997,23.399,80.0,63.474,15.0,13.133
35220,13.0,28.018,23.407,80.0,63.583,15.0,13.132
35280,13.0,28.040,23.416,80.0,63.692,15.0,13.131
35340,13.0,28.061,23.424,80.0,63.801,15.0,13.129
35400,13.0,28.082,23.433,80.0,63.910,15.0,13.127
35460,13.0,28.103,23.441,80.0,64.019,15.0,13.124
35520,13.0,28.125,23.450,80.0,64.128,15.0,13.121
35580,13.0,28.146,23.458,80.0,64.237,15.0,13.118
35640,13.0,28.167,23.467,80.0,64.346,15.0,13.115
35700,13.0,28.188,23.475,80.0,64.455,15.0,13.111
35760,13.0,28.210,23.484,80.0,64.564,15.0,13.107
35820,13.0,28.231,23.492,80.0,64.673,15.0,13.102
35880,13.0,28.252,23.501,80.0,64.782,15.0,13.097
35940,13.0,28.273,23.509,80.0,64.891,15.0,13.092
36000,13.0,28.294,23.518,80.0,65.000,15.0,13.087
36060,13.0,28.315,23.526,80.0,65.109,15.0,13.081
36120,13.0,28.336,23.534,80.0,65.218,15.0,13.075
36180,13.0,28.357,23.543,80.0,65.327,15.0,13.068
36240,13.0,28.378,23.551,80.0,65.436,15.0,13.061
36300,13.0,28.399,23.560,80.0,65.545,15.0,13.054
36360,13.0,28.420,23.568,80.0,65.654,15.0,13.047
36420,13.0,28.441,23.576,80.0,65.763,15.0,13.040
36480,13.0,28.462,23.585,80.0,65.872,15.0,13.032
36540,13.0,28.483,23.593,80.0,65.981,15.0,13.024
36600,13.0,28.504,23.601,80.0,66.090,15.0,13.015
36660,13.0,28.524,23.610,80.0,66.199,15.0,13.007
36720,13.0,28.545,23.618,80.0,66.308,15.0,12.998
36780,13.0,28.566,23.626,80.0,66.417,15.0,12.989
36840,13.0,28.587,23.635,80.0,66.526,15.0,12.980
36900,13.0,28.607,23.643,80.0,66.635,15.0,12.971
36960,13.0,28.628,23.651,80.0,66.744,15.0,12.961
37020,13.0,28.648,23.659,80.0,66.853,15.0,12.951
37080,13.0,28.669,23.668,80.0,66.961,15.0,12.942
37140,13.0,28.690,23.676,80.0,67.070,15.0,12.931
37200,13.0,28.710,23.684,80.0,67.179,15.0,12.921
37260,13.0,28.731,23.692,80.0,67.288,15.0,12.911
37320,13.0,28.751,23.700,80.0,67.396,15.0,12.901
37380,13.0,28.771,23.709,80.0,67.505,15.0,12.890
37440,13.0,28.792,23.717,80.0,67.613,15.0,12.880
37500,13.0,28.812,23.725,80.0,67.722,15.0,12.869
37560,13.0,28.833,23.733,80.0,67.830,15.0,12.858
37620,13.0,28.853,23.741,80.0,67.938,15.0,12.848
37680,13.0,28.873,23.749,80.0,68.047,15.0,12.837
37740,13.0,28.893,23.757,80.0,68.155,15.0,12.826
37800,13.0,28.913,23.765,80.0,68.263,15.0,12.815
37860,13.0,28.934,23.773,80.0,68.371,15.0,12.804
37920,13.0,28.954,23.781,80.0,68.479,15.0,12.794
37980,13.0,28.974,23.789,80.0,68.587,15.0,12.783
38040,13.0,28.994,23.797,80.0,68.695,15.0,12.772
38100,13.0,29.014,23.805,80.0,68.803,15.0,12.762
38160,13.0,29.034,23.813,80.0,68.911,15.0,12.751
38220,13.0,29.054,23.821,80.0,69.019,15.0,12.740
38280,13.0,29.073,23.829,80.0,69.126,15.0,12.730
38340,13.0,29.093,23.837,80.0,69.234,15.0,12.720
38400,13.0,29.113,23.845,80.0,69.341,15.0,12.709
38460,13.0,29.133,23.853,80.0,69.449,15.0,12.699
38520,13.0,29.153,23.861,80.0,69.556,15.0,12.689
38580,13.0,29.172,23.869,80.0,69.663,15.0,12.680
38640,13.0,29.192,23.877,80.0,69.770,15.0,12.670
38700,13.0,29.211,23.885,80.0,69.877,15.0,12.661
38760,13.0,29.231,23.892,80.0,69.984,15.0,12.651
38820,13.0,29.250,23.900,80.0,70.091,15.0,12.642
38880,13.0,29.270,23.908,80.0,70.198,15.0,12.633
38940,13.0,29.289,23.916,80.0,70.304,15.0,12.625
39000,13.0,29.309,23.923,80.0,70.411,15.0,12.616
39060,13.0,29.328,23.931,80.0,70.517,15.0,12.608
39120,13.0,29.347,23.939,80.0,70.624,15.0,12.600
39180,13.0,29.367,23.947,80.0,70.730,15.0,12.593
39240,13.0,29.386,23.954,80.0,70.836,15.0,12.585
39300,13.0,29.405,23.962,80.0,70.942,15.0,12.578
39360,13.0,29.424,23.970,80.0,71.048,15.0,12.571
39420,13.0,29.443,23.977,80.0,71.154,15.0,12.565
39480,13.0,29.462,23.985,80.0,71.260,15.0,12.559
39540,13.0,29.481,23.992,80.0,71.365,15.0,12.553
39600,13.0,29.500,24.000,80.0,71.470,15.0,12.547
39660,13.0,29.519,24.008,80.0,71.576,15.0,12.542
39720,13.0,29.538,24.015,80.0,71.681,15.0,12.537
39780,13.0,29.556,24.023,80.0,71.786,15.0,12.532
39840,13.0,29.575,24.030,80.0,71.891,15.0,12.528
39900,13.0,29.594,24.038,80.0,71.996,15.0,12.524
39960,13.0,29.612,24.045,80.0,72.100,15.0,12.520
40020,13.0,29.631,24.052,80.0,72.205,15.0,12.517
40080,13.0,29.650,24.060,80.0,72.309,15.0,12.514
40140,13.0,29.668,24.067,80.0,72.414,15.0,12.511
40200,13.0,29.686,24.075,80.0,72.518,15.0,12.509
40260,13.0,29.705,24.082,80.0,72.622,15.0,12.507
40320,13.0,29.723,24.089,80.0,72.725,15.0,12.506
40380,13.0,29.741,24.097,80.0,72.829,15.0,12.505
40440,13.0,29.760,24.104,80.0,72.933,15.0,12.504
40500,13.0,29.778,24.111,80.0,73.036,15.0,12.504
40560,13.0,29.796,24.118,80.0,73.139,15.0,12.504
40620,13.0,29.814,24.126,80.0,73.242,15.0,12.504
40680,13.0,29.832,24.133,80.0,73.345,15.0,12.505
40740,13.0,29.850,24.140,80.0,73.448,15.0,12.506
40800,13.0,29.868,24.147,80.0,73.551,15.0,12.508
40860,13.0,29.886,24.154,80.0,73.653,15.0,12.509
40920,13.0,29.904,24.161,80.0,73.755,15.0,12.512
40980,13.0,29.921,24.168,80.0,73.857,15.0,12.514
41040,13.0,29.939,24.176,80.0,73.959,15.0,12.517
41100,13.0,29.957,24.183,80.0,74.061,15.0,12.520
41160,13.0,29.974,24.190,80.0,74.163,15.0,12.524
41220,13.0,29.992,24.197,80.0,74.264,15.0,12.528
41280,13.0,30.009,24.204,80.0,74.365,15.0,12.532
41340,13.0,30.026,24.211,80.0,74.466,15.0,12.537
41400,13.0,30.044,24.218,80.0,74.567,15.0,12.542
41460,13.0,30.061,24.224,80.0,74.668,15.0,12.547
41520,13.0,30.078,24.231,80.0,74.768,15.0,12.553
41580,13.0,30.095,24.238,80.0,74.869,15.0,12.559
41640,13.0,30.113,24.245,80.0,74.969,15.0,12.565
41700,13.0,30.130,24.252,80.0,75.069,15.0,12.571
41760,13.0,30.147,24.259,80.0,75.168,15.0,12.578
41820,13.0,30.164,24.265,80.0,75.268,15.0,12.585
41880,13.0,30.180,24.272,80.0,75.367,15.0,12.593
41940,13.0,30.197,24.279,80.0,75.466,15.0,12.600
42000,13.0,30.214,24.286,80.0,75.565,15.0,12.608
42060,13.0,30.231,24.292,80.0,75.664,15.0,12.616
42120,13.0,30.247,24.299,80.0,75.763,15.0,12.624
42180,13.0,30.264,24.306,80.0,75.861,15.0,12.633
42240,13.0,30.280,24.312,80.0,75.959,15.0,12.642
42300,13.0,30.297,24.319,80.0,76.057,15.0,12.650
42360,13.0,30.313,24.325,80.0,76.155,15.0,12.660
42420,13.0,30.329,24.332,80.0,76.252,15.0,12.669
42480,13.0,30.346,24.338,80.0,76.350,15.0,12.678
42540,13.0,30.362,24.345,80.0,76.447,15.0,12.688
42600,13.0,30.378,24.351,80.0,76.544,15.0,12.698
42660,13.0,30.394,24.358,80.0,76.640,15.0,12.707
42720,13.0,30.410,24.364,80.0,76.737,15.0,12.717
42780,13.0,30.426,24.370,80.0,76.833,15.0,12.728
42840,13.0,30.442,24.377,80.0,76.929,15.0,12.738
42900,13.0,30.458,24.383,80.0,77.025,15.0,12.748
42960,13.0,30.473,24.389,80.0,77.120,15.0,12.758
43020,13.0,30.489,24.396,80.0,77.216,15.0,12.769
43080,13.0,30.505,24.402,80.0,77.311,15.0,12.779
43140,13.0,30.520,24.408,80.0,77.405,15.0,12.790
43200,13.0,30.536,24.414,80.0,77.500,15.0,12.800
43260,13.0,30.551,24.420,80.0,77.594,15.0,12.810
43320,13.0,30.566,24.427,80.0,77.688,15.0,12.821
43380,13.0,30.582,24.433,80.0,77.782,15.0,12.831
43440,13.0,30.597,24.439,80.0,77.876,15.0,12.842
43500,13.0,30.612,24.445,80.0,77.969,15.0,12.852
43560,13.0,30.627,24.451,80.0,78.062,15.0,12.862
43620,13.0,30.642,24.457,80.0,78.155,15.0,12.873
43680,13.0,30.657,24.463,80.0,78.248,15.0,12.883
43740,13.0,30.672,24.469,80.0,78.340,15.0,12.893
43800,13.0,30.686,24.475,80.0,78.432,15.0,12.903
43860,13.0,30.701,24.480,80.0,78.524,15.0,12.913
43920,13.0,30.716,24.486,80.0,78.616,15.0,12.922
43980,13.0,30.730,24.492,80.0,78.707,15.0,12.932
44040,13.0,30.745,24.498,80.0,78.798,15.0,12.941
44100,13.0,30.759,24.504,80.0,78.889,15.0,12.950
44160,13.0,30.774,24.509,80.0,78.980,15.0,12.959
44220,13.0,30.788,24.515,80.0,79.070,15.0,12.968
44280,13.0,30.802,24.521,80.0,79.160,15.0,12.977
44340,13.0,30.816,24.526,80.0,79.250,15.0,12.985
44400,13.0,30.830,24.532,80.0,79.339,15.0,12.994
44460,13.0,30.844,24.538,80.0,79.429,15.0,13.002
44520,13.0,30.858,24.543,80.0,79.518,15.0,13.009
44580,13.0,30.872,24.549,80.0,79.606,15.0,13.017
44640,13.0,30.886,24.554,80.0,79.695,15.0,13.024
44700,13.0,30.899,24.560,80.0,79.783,15.0,13.031
44760,13.0,30.913,24.565,80.0,79.871,15.0,13.038
44820,13.0,30.927,24.571,80.0,79.958,15.0,13.044
44880,13.0,30.940,24.576,80.0,80.045,15.0,13.050
44940,13.0,30.953,24.581,80.0,80.132,15.0,13.056
45000,13.0,30.967,24.587,80.0,80.219,15.0,13.062
45060,13.0,30.980,24.592,80.0,80.305,15.0,13.067
45120,13.0,30.993,24.597,80.0,80.392,15.0,13.072
45180,13.0,31.006,24.603,80.0,80.477,15.0,13.076
45240,13.0,31.019,24.608,80.0,80.563,15.0,13.080
45300,13.0,31.032,24.613,80.0,80.648,15.0,13.084
45360,13.0,31.045,24.618,80.0,80.733,15.0,13.088
45420,13.0,31.058,24.623,80.0,80.818,15.0,13.091
45480,13.0,31.071,24.628,80.0,80.902,15.0,13.094
45540,13.0,31.083,24.633,80.0,80.986,15.0,13.096
45600,13.0,31.096,24.638,80.0,81.070,15.0,13.098
45660,13.0,31.108,24.643,80.0,81.153,15.0,13.100
45720,13.0,31.121,24.648,80.0,81.236,15.0,13.102
45780,13.0,31.133,24.653,80.0,81.319,15.0,13.103
45840,13.0,31.145,24.658,80.0,81.401,15.0,13.103
45900,13.0,31.157,24.663,80.0,81.484,15.0,13.104
45960,13.0,31.169,24.668,80.0,81.566,15.0,13.104
46020,13.0,31.181,24.673,80.0,81.647,15.0,13.103
46080,13.0,31.193,24.677,80.0,81.728,15.0,13.103
46140,13.0,31.205,24.682,80.0,81.809,15.0,13.102
46200,13.0,31.217,24.687,80.0,81.890,15.0,13.100
46260,13.0,31.229,24.691,80.0,81.970,15.0,13.098
46320,13.0,31.240,24.696,80.0,82.050,15.0,13.096
46380,13.0,31.252,24.701,80.0,82.130,15.0,13.094
46440,13.0,31.263,24.705,80.0,82.209,15.0,13.091
46500,13.0,31.275,24.710,80.0,82.288,15.0,13.088
46560,13.0,31.286,24.714,80.0,82.366,15.0,13.084
46620,13.0,31.297,24.719,80.0,82.445,15.0,13.080
46680,13.0,31.308,24.723,80.0,82.523,15.0,13.076
46740,13.0,31.319,24.728,80.0,82.600,15.0,13.071
46800,13.0,31.330,24.732,80.0,82.678,15.0,13.067
46860,13.0,31.341,24.736,80.0,82.755,15.0,13.061
46920,13.0,31.352,24.741,80.0,82.831,15.0,13.056
46980,13.0,31.362,24.745,80.0,82.908,15.0,13.050
47040,13.0,31.373,24.749,80.0,82.983,15.0,13.044
47100,13.0,31.384,24.753,80.0,83.059,15.0,13.038
47160,13.0,31.394,24.758,80.0,83.134,15.0,13.031
47220,13.0,31.404,24.762,80.0,83.209,15.0,13.024
47280,13.0,31.415,24.766,80.0,83.284,15.0,13.017
47340,13.0,31.425,24.770,80.0,83.358,15.0,13.010
47400,13.0,31.435,24.774,80.0,83.432,15.0,13.002
47460,13.0,31.445,24.778,80.0,83.505,15.0,12.994
47520,13.0,31.455,24.782,80.0,83.579,15.0,12.986
47580,13.0,31.465,24.786,80.0,83.651,15.0,12.978
47640,13.0,31.475,24.790,80.0,83.724,15.0,12.969
47700,13.0,31.484,24.794,80.0,83.796,15.0,12.961
47760,13.0,31.494,24.798,80.0,83.868,15.0,12.952
47820,13.0,31.503,24.801,80.0,83.939,15.0,12.943
47880,13.0,31.513,24.805,80.0,84.010,15.0,12.933
47940,13.0,31.522,24.809,80.0,84.081,15.0,12.924
48000,13.0,31.532,24.813,80.0,84.151,15.0,12.915
48060,13.0,31.541,24.816,80.0,84.221,15.0,12.905
48120,13.0,31.550,24.820,80.0,84.291,15.0,12.895
48180,13.0,31.559,24.824,80.0,84.360,15.0,12.886
48240,13.0,31.568,24.827,80.0,84.429,15.0,12.876
48300,13.0,31.577,24.831,80.0,84.497,15.0,12.866
48360,13.0,31.585,24.834,80.0,84.565,15.0,12.856
48420,13.0,31.594,24.838,80.0,84.633,15.0,12.846
48480,13.0,31.603,24.841,80.0,84.700,15.0,12.835
48540,13.0,31.611,24.844,80.0,84.767,15.0,12.825
48600,13.0,31.619,24.848,80.0,84.834,15.0,12.815
48660,13.0,31.628,24.851,80.0,84.900,15.0,12.805
48720,13.0,31.636,24.854,80.0,84.966,15.0,12.795
48780,13.0,31.644,24.858,80.0,85.031,15.0,12.785
48840,13.0,31.652,24.861,80.0,85.096,15.0,12.775
48900,13.0,31.660,24.864,80.0,85.161,15.0,12.765
48960,13.0,31.668,24.867,80.0,85.225,15.0,12.755
49020,13.0,31.676,24.870,80.0,85.289,15.0,12.745
49080,13.0,31.683,24.873,80.0,85.353,15.0,12.735
49140,13.0,31.691,24.876,80.0,85.416,15.0,12.726
49200,13.0,31.698,24.879,80.0,85.479,15.0,12.716
49260,13.0,31.706,24.882,80.0,85.541,15.0,12.707
49320,13.0,31.713,24.885,80.0,85.603,15.0,12.697
49380,13.0,31.720,24.888,80.0,85.665,15.0,12.688
49440,13.0,31.728,24.891,80.0,85.726,15.0,12.679
49500,13.0,31.735,24.894,80.0,85.787,15.0,12.671
49560,13.0,31.742,24.897,80.0,85.847,15.0,12.662
49620,13.0,31.748,24.899,80.0,85.907,15.0,12.654
49680,13.0,31.755,24.902,80.0,85.967,15.0,12.645
49740,13.0,31.762,24.905,80.0,86.026,15.0,12.637
49800,13.0,31.769,24.907,80.0,86.085,15.0,12.630
49860,13.0,31.775,24.910,80.0,86.143,15.0,12.622
49920,13.0,31.782,24.913,80.0,86.201,15.0,12.615
49980,13.0,31.788,24.915,80.0,86.259,15.0,12.608
50040,13.0,31.794,24.918,80.0,86.316,15.0,12.601
50100,13.0,31.800,24.920,80.0,86.373,15.0,12.595
50160,13.0,31.806,24.923,80.0,86.429,15.0,12.589
50220,13.0,31.812,24.925,80.0,86.485,15.0,12.583
50280,13.0,31.818,24.927,80.0,86.541,15.0,12.577
50340,13.0,31.824,24.930,80.0,86.596,15.0,12.572
50400,13.0,31.830,24.932,80.0,86.651,15.0,12.567
50460,13.0,31.835,24.934,80.0,86.705,15.0,12.562
50520,13.0,31.841,24.936,80.0,86.759,15.0,12.558
50580,13.0,31.846,24.938,80.0,86.812,15.0,12.554
50640,13.0,31.851,24.941,80.0,86.865,15.0,12.550
50700,13.0,31.857,24.943,80.0,86.918,15.0,12.547
50760,13.0,31.862,24.945,80.0,86.970,15.0,12.544
50820,13.0,31.867,24.947,80.0,87.022,15.0,12.542
50880,13.0,31.872,24.949,80.0,87.074,15.0,12.539
50940,13.0,31.877,24.951,80.0,87.125,15.0,12.537
51000,13.0,31.881,24.953,80.0,87.175,15.0,12.536
51060,13.0,31.886,24.954,80.0,87.225,15.0,12.535
51120,13.0,31.891,24.956,80.0,87.275,15.0,12.534
51180,13.0,31.895,24.958,80.0,87.324,15.0,12.533
51240,13.0,31.900,24.960,80.0,87.373,15.0,12.533
51300,13.0,31.904,24.962,80.0,87.422,15.0,12.534
51360,13.0,31.908,24.963,80.0,87.470,15.0,12.534
51420,13.0,31.912,24.965,80.0,87.517,15.0,12.535
51480,13.0,31.916,24.967,80.0,87.565,15.0,12.537
51540,13.0,31.920,24.968,80.0,87.611,15.0,12.539
51600,13.0,31.924,24.970,80.0,87.658,15.0,12.541
51660,13.0,31.928,24.971,80.0,87.704,15.0,12.543
51720,13.0,31.931,24.973,80.0,87.749,15.0,12.546
51780,13.0,31.935,24.974,80.0,87.794,15.0,12.549
51840,13.0,31.938,24.975,80.0,87.839,15.0,12.553
51900,13.0,31.942,24.977,80.0,87.883,15.0,12.557
51960,13.0,31.945,24.978,80.0,87.927,15.0,12.561
52020,13.0,31.948,24.979,80.0,87.970,15.0,12.566
52080,13.0,31.951,24.981,80.0,88.013,15.0,12.571
52140,13.0,31.954,24.982,80.0,88.055,15.0,12.576
52200,13.0,31.957,24.983,80.0,88.097,15.0,12.582
52260,13.0,31.960,24.984,80.0,88.139,15.0,12.587
52320,13.0,31.963,24.985,80.0,88.180,15.0,12.594
52380,13.0,31.965,24.986,80.0,88.220,15.0,12.600
52440,13.0,31.968,24.987,80.0,88.260,15.0,12.607
52500,13.0,31.970,24.988,80.0,88.300,15.0,12.614
52560,13.0,31.973,24.989,80.0,88.340,15.0,12.622
52620,13.0,31.975,24.990,80.0,88.378,15.0,12.629
52680,13.0,31.977,24.991,80.0,88.417,15.0,12.637
52740,13.0,31.979,24.992,80.0,88.455,15.0,12.645
52800,13.0,31.981,24.992,80.0,88.492,15.0,12.654
52860,13.0,31.983,24.993,80.0,88.529,15.0,12.663
52920,13.0,31.985,24.994,80.0,88.566,15.0,12.672
52980,13.0,31.986,24.995,80.0,88.602,15.0,12.681
53040,13.0,31.988,24.995,80.0,88.638,15.0,12.690
53100,13.0,31.989,24.996,80.0,88.673,15.0,12.700
53160,13.0,31.991,24.996,80.0,88.708,15.0,12.709
53220,13.0,31.992,24.997,80.0,88.742,15.0,12.719
53280,13.0,31.993,24.997,80.0,88.776,15.0,12.729
53340,13.0,31.994,24.998,80.0,88.810,15.0,12.740
53400,13.0,31.995,24.998,80.0,88.843,15.0,12.750
53460,13.0,31.996,24.998,80.0,88.875,15.0,12.760
53520,13.0,31.997,24.999,80.0,88.908,15.0,12.771
53580,13.0,31.998,24.999,80.0,88.939,15.0,12.782
